tweet,cluster_number
"curry spice helps brain selfheal
",1.0
"oaps offered online hospital checks
",1.0
"roast peanuts spark more allergies
",1.0
"why ill risk my life for ebola patients
",1.0
"cancer test jolie effect found
",1.0
"the plight of moldovas orphanage children
",1.0
"stephens â£5m to fund cancer units
",1.0
"doctor abused child cancer patients
",1.0
"mers saudis in push to keep hajj free from deadly virus
",1.0
"suspended between life and death
",1.0
"trade talks should include health
",1.0
"video dementia patients face care tax
",1.0
"sleeping pills linked to dementia
",1.0
"dementia patients face care tax
",1.0
"video nhs focus of yes and no campaigns
",1.0
"ebola lockdown will not help msf
",1.0
"video parents emotional as deaf baby hears
",1.0
"ashya ready for prague treatment
",1.0
"cocacola to adopt uk health labels
",1.0
"fastpaced tv no bad behaviour link
",1.0
"ivf treatment on nhs needs reform
",1.0
"ashyas mother cried and prayed
",1.0
"ashyas parents freed from prison
",1.0
"house the elderly on nhs land mp
",1.0
"hospitals seeing more skin cancer
",1.0
"ashya parents contest extradition
",1.0
"plain packs no effect on smokers
",1.0
"new hospital food rules introduced
",1.0
"ex dental prof loses dismissal claim
",1.0
"cancer drugs face nhs price squeeze
",1.0
"sniffing out the allergy epidemic
",1.0
"hormone protects premature babies
",1.0
"british ebola patient to fly to uk
",1.0
"the malaria mines of venezuela
",1.0
"disk of patient records missing
",1.0
"hospitals told to cut parking charges
",1.0
"salmonella from single egg source
",1.0
"video malnutrition up as food prices rise
",1.0
"ni cuts would risk patient safety
",1.0
"childrens hospital must improve
",1.0
"more private hospital data needed
",1.0
"brain stimulation helps in stroke
",1.0
"video the debate over competition in the nhs
",1.0
"pill reduces hairloss in alopecia
",1.0
"depression with parkinsons common
",1.0
"robin williams death has sparked wider debate
",1.0
"prostate drug ruling a fiasco
",1.0
"sharp rise in ct scans on children
",1.0
"video failing gp practices face closure
",1.0
"failing gp practices face closure
",1.0
"michael j fox charity turns to tech
",1.0
"audio face pain worse than childbirth
",1.0
"danes link listeria deaths to meat
",1.0
"poots sees merit in aampe drunks fee
",1.0
"denmarks homeless swap the streets for the pitch
",1.0
"how many people infected with ebola die
",1.0
"ambulances queuing for hours at aampe
",1.0
"stem cells used in stroke therapy
",1.0
"music lessons can close reading gap
",1.0
"video can horses help autistic children
",1.0
"super units needed for stroke care
",1.0
"daily aspirin cuts cancer deaths
",1.0
"stem cell scientist found dead
",1.0
"visual process key for sharp mind
",1.0
"controversial midwifeled units open
",1.0
"phone calls do not cut gp pressure
",1.0
"sperm bank to meet uk donor demand
",1.0
"the man who helped save 50 million lives
",1.0
"video the man who helped save 50 million lives
",1.0
"audio meet the tough mudder founder
",1.0
"therapies hope for major dna project
",1.0
"tape measure test call on diabetes
",1.0
"drugresistant malaria widespread
",1.0
"hunt ticked off over aampe wait stats
",1.0
"nhs boss jailed for â£22m fraud
",1.0
"perils of the english countryside
",1.0
"poor care for hepatitis c virus
",1.0
"the secret to transforming a failing hospital
",1.0
"fist bumps cleaner than handshakes
",1.0
"six seconds can transform health
",1.0
"s leone hunts seized ebola patient
",1.0
"sexism puts women off sports
",1.0
"aampe units miss 12hour wait targets
",1.0
"genetic clues to age of first period
",1.0
"paracetamol for back pain questioned
",1.0
"nhs should work more with hospices
",1.0
"nhs wasting millions on supplies
",1.0
"fgm parents to face prosecution
",1.0
"video nhs tests patient monitoring patch
",1.0
"nhs tests plaster patientmonitor
",1.0
"audio uk mum spent â£20000 to have girl
",1.0
"plight of some rural gp surgeries
",1.0
"fgm training for public sector staff
",1.0
"social media aid doctor complaints
",1.0
"us hiv infection rate drops a third
",1.0
"aids researchers on crashed plane
",1.0
"aampe target missed for whole year
",1.0
"plan to tackle failing care homes
",1.0
"audio i have alzheimers please be patient
",1.0
"audio downton actor on anorexic wifes death
",1.0
"a third of alzheimers preventable
",1.0
"mental health work scheme piloted
",1.0
"the mystery of indias unrecorded deaths
",1.0
"assisted dying one familys experience
",1.0
"hospital at home
",1.0
"first dengue vaccine shows promise
",1.0
"many unaware of outofhours gps
",1.0
"more weight loss ops for diabetes
",1.0
"hospital deaths inquiry announced
",1.0
"malaria parasite hides in the bone
",1.0
"video pm and miliband trade health statistics
",1.0
"frail need joint nhs and care fund
",1.0
"forgotten us smallpox found in box
",1.0
"leukaemia test developed in cardiff
",1.0
"audio would drunk tanks ease aampe pressure
",1.0
"video major step in alzheimers detection
",1.0
"fertility clinic used wrong sperm
",1.0
"nhs falling short on complaints
",1.0
"major step towards alzheimers test
",1.0
"remote control contraceptive chip
",1.0
"experts in nhs funding debate call
",1.0
"huge gaps in mental care for mums
",1.0
"audio hearing dog gave me confidence
",1.0
"india to provide four free vaccines
",1.0
"decline in trials for alzheimers
",1.0
"video burnham and poulter trade nhs statistics
",1.0
"seeing gp getting more difficult
",1.0
"video nhs plan a recipe for disaster
",1.0
"nhs plan a recipe for disaster
",1.0
"mothers op book helps ill children
",1.0
"older sperm donors just as good
",1.0
"supercooling keeps organs fresh
",1.0
"failing gps could be named and shamed
",1.0
"uk facing major sperm shortage
",1.0
"failing nhs trust in special measures
",1.0
"video woman set for double hand transplant
",1.0
"campaigners lose right to die case
",1.0
"video call for hospital safety experts
",1.0
"audio nhs needs honest reporting culture
",1.0
"video one fifth of hospitals cover up errors
",1.0
"call to improve heart op consent
",1.0
"hospital mistakes coverup fears
",1.0
"polio virus sample found in brazil
",1.0
"shoebox ivf hope for infertile couples
",1.0
"horse treatment used in human trials
",1.0
"mental health cuts affect children
",1.0
"audio is working standing up good for health
",1.0
"exercise guidelines put people off
",1.0
"anthrax risk for 75 scientists in us
",1.0
"video meet the author norman fowler
",1.0
"audio should addicts be prescribed heroin
",1.0
"audio aspirin not best for heart problems
",1.0
"video hospitals risk running out of money
",1.0
"nhs england faces â£2bn funding gap
",1.0
"bird flu danger zones mapped
",1.0
"nhs facing â£25bn funding gap
",1.0
"mesh implant suspension requested
",1.0
"video fried food limit on school meals
",1.0
"fried food limit in school meals
",1.0
"hospital trust services inadequate
",1.0
"pupils mental health needs unmet
",1.0
"audio dentists promise fillings without drills
",1.0
"dentists aim for drillfree future
",1.0
"time running out to find a match
",1.0
"older hiv patients need support
",1.0
"identify people living in cold homes
",1.0
"hospital patients to get named doctor
",1.0
"sunscreen not complete protection
",1.0
"serious failings at gp practice
",1.0
"call for urgency on plain cigarettes
",1.0
"homes 19 deaths prompt safety call
",1.0
"ambulance crew picks up hitchhikers
",1.0
"concern over phone sperm threat
",1.0
"one in three on cusp of diabetes
",1.0
"tomato in a pill for heart disease
",1.0
"worlds smallest pacemaker fitted
",1.0
"social care target for â£75m cuts
",1.0
"ops cancelled as storms hit phones
",1.0
"has devolution delivered for nhs
",1.0
"campaigners criticise care changes
",1.0
"hospital feed death baby is named
",1.0
"camel infection led to mers death
",1.0
"the plague of light in our bedrooms
",1.0
"audio i hallucinate tapestries and monks
",1.0
"msps hear from mesh implants victims
",1.0
"autism linked to male hormones
",1.0
"men feel more pain after major ops
",1.0
"millions denied endoflife drugs
",1.0
"care home owner did not raise claims
",1.0
"nhs still fails dementia patients
",1.0
"new nhs boss backs smaller hospitals
",1.0
"audio dementia sufferer i feel no different
",1.0
"drugs to treat alcohol top â£3m
",1.0
"medics in sierra leone ebola push
",1.0
"laser hope on root canal treatments
",1.0
"audio minimum pricing too watered down
",1.0
"audio nhs should pay for slimming class joiners
",1.0
"sperm swim upstream in a shoal
",1.0
"video immune children aid malaria fight
",1.0
"meet woman with rare skin condition
",1.0
"plan to cut hospital admissions risky
",1.0
"admitting fewer patients wont cut costs
",1.0
"immune children aid malaria fight
",1.0
"video nurse shows off improved care ward
",1.0
"audio to aampe or not to aampe
",1.0
"most patients right to go to aampe
",1.0
"nhs masterchef contest launched
",1.0
"ecigarettes help smokers to quit
",1.0
"do brains predetermine our politics
",1.0
"mobile phone child health risk probe
",1.0
"audio mothers grief after ambulance mixup
",1.0
"patients asked to shape nursing code
",1.0
"life as a nurse my patients go through hell
",1.0
"eradicating polio one step at a time
",1.0
"video jamie oliver backs free school meals
",1.0
"stressful films endanger the heart
",1.0
"video opening the doors on animal testing
",1.0
"audio effects of thalidomide were horrific
",1.0
"health mots for psychiatric patients
",1.0
"screening hope for premature labour
",1.0
"antidepressant slows alzheimers
",1.0
"audio fourhour queues to see retiring gp
",1.0
"fundraiser stephen sutton dies at 19
",1.0
"video health chiefs meet over mers virus
",1.0
"sense of purpose adds years to life
",1.0
"spot checks into oap hospital care
",1.0
"two new potential us mers cases
",1.0
"hospitals aampe not fit for purpose
",1.0
"second heathrow mers case identified
",1.0
"robot arm gets official us approval
",1.0
"cancer teen readmitted to hospital
",1.0
"the huge cost of developing drugs
",1.0
"does this article make you feel awkward
",1.0
"making prescriptions clearer with pictures
",1.0
"multiple sclerosis find exciting
",1.0
"thousands waiting longer in aampe
",1.0
"dementiafriendly workplaces call
",1.0
"audio asthma off national agenda
",1.0
"hospital failed two patients
",1.0
"complacency leads to asthma deaths
",1.0
"cuts hitting mental health patients
",1.0
"video helmet used to treat depression
",1.0
"world facing polio health emergency
",1.0
"hormone boost may help infertility
",1.0
"audio macmillan warn of cancer care crisis
",1.0
"mass tests to track risk of dementia
",1.0
"legal high options open minister
",1.0
"call for smear tests for under25s
",1.0
"hospital warned on oap patient care
",1.0
"care homes the known and the unknown
",1.0
"care home residents doped up
",1.0
"fibre helps heartattack survivors
",1.0
"home staff suspended after poor care
",1.0
"mps want newborn muscle disease test
",1.0
"cost of free personal care up 162
",1.0
"call for public heart shock machines
",1.0
"action plan to cut lung disease
",1.0
"video trust fined â£200k for patient death
",1.0
"teens cancer appeal hits â£3m mark
",1.0
"trust fined â£227k for patient death
",1.0
"elderly care who will care for me
",1.0
"treats in moderation make kids happy
",1.0
"audio the effects of spinal muscular atrophy
",1.0
"cancer teen making huge difference
",1.0
"care needs to outstrip family help
",1.0
"care needs to outstrip family help
",1.0
"clwyd hospital care claims rejected
",1.0
"hospice boss cleared of misconduct
",1.0
"saudi health minister sacked
",1.0
"in pictures childhood vaccination
",1.0
"bullied children still suffer at 50
",1.0
"audio man amputated hand to get reaction
",1.0
"pensioners could get death estimate
",1.0
"all 18 care homes saved from closure
",1.0
"should drug firms make payments to doctors
",1.0
"under 16s shut out of safe havens
",1.0
"terror of patients op wakeup
",1.0
"crohns patient loses fertility case
",1.0
"care failings over mans op death
",1.0
"gp outofhours care diabolical
",1.0
"video sensors to prevent pain for amputees
",1.0
"sensors to prevent pain for amputees
",1.0
"gp hours scheme to benefit 7m
",1.0
"mps urge shift in complaint culture
",1.0
"why insurers should fund medical research
",1.0
"goggles help surgeons âseeâ tumours
",1.0
"hepatitis c trial a turning point
",1.0
"how often is prostate cancer misdiagnosed
",1.0
"audio man held for giving wife pain patch
",1.0
"half of prostate cancer misdiagnosed
",1.0
"millions wasted on flu drug
",1.0
"mental health cuts cost nhs millions
",1.0
"audio rare condition which makes me smell
",1.0
"liver transplant scheme for drinkers
",1.0
"999 calls up as pollution continues
",1.0
"accesses to health data made public
",1.0
"cigarette packaging statement due
",1.0
"hospital admits failings over death
",1.0
"call for merged super care budget
",1.0
"camerons welsh nhs scandal claim
",1.0
"sa flavoured condoms to fight hiv
",1.0
"the ecigarettes phenomenon
",1.0
"what will pollution do to us
",1.0
"high air pollution set to spread
",1.0
"dieting monkeys offer long life hope
",1.0
"fears over dementia diagnosis push
",1.0
"audio mental health care needs transforming
",1.0
"doctors issue drinks price plea
",1.0
"ebola outbreak unprecedented msf
",1.0
"audio scientist adhd not a real disease
",1.0
"ebola outbreak confirmed in liberia
",1.0
"should we pay a â£10 a month membership fee to the nhs
",1.0
"murder charge after hospital deaths
",1.0
"what diseases can we get from pets
",1.0
"guinea confirms ebola in capital
",1.0
"deaf woman hears for first time
",1.0
"video the effect of floods on mental health
",1.0
"video milestone in fight against polio
",1.0
"trust to stay in control of hospital
",1.0
"world now 80 polio free who says
",1.0
"audio nice defends morningafter pill plan
",1.0
"children underdosed on penicillin
",1.0
"consider mass fluoridation of water
",1.0
"child mental health issues missed
",1.0
"mental health help needed in schools
",1.0
"puffed out
",1.0
"death hospitals catalogue of errors
",1.0
"why no make up selfies raised â£2m
",1.0
"girl died after paramedic failure
",1.0
"lung cancer rates up among uk women
",1.0
"commuters like choosing gp practice
",1.0
"nhs complaints system too complex
",1.0
"hospitals treat 4000 fgm patients
",1.0
"death core business of hospitals
",1.0
"statins may help control ms
",1.0
"foetuses were kept at hospital
",1.0
"china has halved its tb problem
",1.0
"thousands of nhs staff rehired
",1.0
"patients sent to doctors hospital
",1.0
"the aampe doctors moving to australia
",1.0
"video skintight suits for space explorers
",1.0
"coping without a sense of smell
",1.0
"poor face many years of bad health
",1.0
"video can dog studies help human health
",1.0
"us reports womantowoman hiv case
",1.0
"frozen sperm fight ends in victory
",1.0
"statin sideeffects questioned
",1.0
"patients imprisoned in care homes
",1.0
"adult social care under pressure
",1.0
"social media cuts teenagers sleep
",1.0
"more children treated on adult wards
",1.0
"light drinking is preterm risk
",1.0
"mps debate hospital closure power
",1.0
"faulty implants end womens sex life
",1.0
"national lung transplant list urged
",1.0
"pain relief plea for terminally ill
",1.0
"inside the mind of the tv detective
",1.0
"pupils allowed to smoke at school
",1.0
"malaria spreads to higher altitudes
",1.0
"widow wins frozen sperm legal fight
",1.0
"nhs must be open over mistakes
",1.0
"ruling due in legal fight over sperm
",1.0
"elderly care faces catastrophe
",1.0
"immune upgrade gives hiv shielding
",1.0
"mmr uptake hits new highs in wales
",1.0
"artificial heart patient dies
",1.0
"video one in five admits misusing aampe
",1.0
"one in five admits misusing aampe
",1.0
"mental health assessments pay row
",1.0
"thousands pledge to change nhs
",1.0
"video mans leg kept alive on his arm
",1.0
"significant drop in measles cases
",1.0
"care package to help fight dementia
",1.0
"us plans overhaul of food labels
",1.0
"uk troops mental health resilient
",1.0
"tough eu smoking rules approved
",1.0
"stafford hospital trust decision due
",1.0
"virtual arm eases phantom limb pain
",1.0
"nhs data project at risk say mps
",1.0
"the spinal pains of the uk workforce
",1.0
"care home criticised in report
",1.0
"eleven care home staff suspended
",1.0
"afghanistan medical crisis deepens
",1.0
"medic warns of hospital pressure
",1.0
"tobacco sale ban for us campus shops
",1.0
"extra staff called in to royal aampe
",1.0
"medics hail kidney swap scheme
",1.0
"aampe care to fly out to accidents
",1.0
"could ect zap worst nightmares
",1.0
"nhs trusts with deficits rise to 39
",1.0
"mid staffs faces patient death fine
",1.0
"keep focus on africa malaria fight
",1.0
"video action urged over selfharm sites
",1.0
"food packaging health risk unknown
",1.0
"call for help for tonguetie babies
",1.0
"more ambulance staff off with stress
",1.0
"the medicine in our minds
",1.0
"computers select personal medicine
",1.0
"adults unaware of nhs data plans
",1.0
"video exmamps boss to become nhs advisor
",1.0
"relative tells of aampe distress
",1.0
"health boards consider nhs shakeup
",1.0
"cosmetic crisis measures expected
",1.0
"millions more should take statins
",1.0
"alarm as kabul records polio case
",1.0
"deaf children of our time
",1.0
"power lines no child leukaemia risk
",1.0
"audio charity defends pancreatic cancer ad
",1.0
"threefold increase in insulin use
",1.0
"cash worries could harm nhs care
",1.0
"audio sons on caring for dad with dementia
",1.0
"play to cure games for cancer
",1.0
"councils pay too little for care
",1.0
"video councils pay too little for home care
",1.0
"video drinking game page stops after death
",1.0
"four more ecoli cases linked to hydro
",1.0
"pocket optician trialled in schools
",1.0
"video cameron policies will lead to deaths
",1.0
"vodka blamed for russian death rate
",1.0
"audio orthorexia rules your entire life
",1.0
"eating disorders admissions up 8
",1.0
"schumachers sedation reduced
",1.0
"vitamins âeffective in helping adhdâ
",1.0
"multiple sclerosis link to food bug
",1.0
"exstafford chief nurse struck off
",1.0
"mental health act detentions up 12
",1.0
"magnet rods straighten curved spines
",1.0
"pesticide linked to alzheimers
",1.0
"payout for girls glue injection
",1.0
"routine ops resume in north wales
",1.0
"audio what is a musical hallucination
",1.0
"cancer care praise but issues remain
",1.0
"pregnant womans life support ended
",1.0
"video social media campaign to help toddler
",1.0
"no point in vitamin d for healthy
",1.0
"eu pollution target still too high
",1.0
"audio i feel right to die pressure
",1.0
"routine ops in north wales postponed
",1.0
"video move to improve care home life
",1.0
"screen family after a sudden death
",1.0
"patients not ill enough for funds
",1.0
"audio nhs has upped game on stress disorder
",1.0
"radio fame cancer patient dies
",1.0
"video mental health issues rising gps
",1.0
"families to foster elderly people
",1.0
"sharp rise in aampe locum doctor spend
",1.0
"uk cancer diagnoses top 330000
",1.0
"uk cancer diagnoses top 330000
",1.0
"video india hails poliofree landmark
",1.0
"audio essex police taking patients to aampe
",1.0
"india set for poliofree landmark
",1.0
"caffeine pill could boost memory
",1.0
"kerb appeal the paper bike helmet
",1.0
"nhs in england misses aampe target
",1.0
"audio colorado marijuana shops selling out
",1.0
"major incident at belfast hospital
",1.0
"campaigners vow to cut sugar in food
",1.0
"first h5n1 death in north america
",1.0
"hospital cannot provide safe care
",1.0
"neuroscience in schools â£6m research
",1.0
"video france baby deaths prompt iv recall
",1.0
"video elephant mans bones could help science
",1.0
"video mental health staff to help police
",1.0
"mental health staff to help police
",1.0
"lack of drug data extreme concern
",1.0
"video could pigs produce human organs
",1.0
"video ainsleys tips for a healthier diet
",1.0
"nhs campaigner suffers online abuse
",1.0
"audio does the nhs need to be improved
",1.0
"simple swaps for healthy meals
",1.0
"video revolution for soft tissue repairs
",1.0
"video victim support helped me recover
",1.0
"pair charged with â£1m nhs fraud
",1.0
"charities expect alcohol abuse rise
",1.0
"mid staffs campaigners honoured
",1.0
"audio palin helps children who stammer
",1.0
"video new push to make smokers quit
",1.0
"are ivf pregnancies more precious
",1.0
"trust apologises over dna failings
",1.0
"diabetes risk from neanderthals
",1.0
"minister orders mid wales nhs report
",1.0
"childrens hospital must get clean
",1.0
"our sons 12hour brain tumour op
",1.0
"patients moved after chemical spill
",1.0
"two aampe units opening hours reduced
",1.0
"nhs scotland prepared for winter
",1.0
"patients need refusal explanation
",1.0
"hunts calls to nhs bosses defended
",1.0
"nhs was too powerful to criticise
",1.0
"the michelangelo of 3d nipple tattoos
",1.0
"scotland to revamp end of life care
",1.0
"standards needed for hospital food
",1.0
"hospital cancer care deemed unsafe
",1.0
"polio scourge threatens middle east
",1.0
"cancer scandal hospital chief quits
",1.0
"stafford hospital trust to be axed
",1.0
"audio new investment in artificial hearts
",1.0
"audio campaigners call for meningitis b jab
",1.0
"gsk to stop doctor incentive schemes
",1.0
"deaf man treated as dementia patient
",1.0
"severed hand kept alive on ankle
",1.0
"audio racism increases against nhs staff
",1.0
"sharp increase in nhs racist attacks
",1.0
"righttodie case at supreme court
",1.0
"selfharm link to prison suicides
",1.0
"the return of the female condom
",1.0
"healthy christmas top tips
",1.0
"aampe units miss fourhour target
",1.0
"james bond is an impotent drunk
",1.0
"mental health trusts face funding cut
",1.0
"video popup health clinic on a motorbike
",1.0
"review of hospital aampes confirmed
",1.0
"hospital bed attack victim dies
",1.0
"one fifth of drips are dangerous
",1.0
"exercise cuts risk of dementia
",1.0
"school pupil dies of meningitis
",1.0
"pandemonium at belfast aampe units
",1.0
"nhs winter weekly aampe tracker
",1.0
"drug hope for leukaemia patients
",1.0
"saudi human genome project launched
",1.0
"cough campaign picks up cancers
",1.0
"ambulances face hours of aampe waits
",1.0
"singing on prescription for lung disorder
",1.0
"nelson mandela aids campaigner
",1.0
"is lifespan just a postcode lottery
",1.0
"tb vaccine could help prevent ms
",1.0
"video mp woodcock suffering from depression
",1.0
"food poverty a health emergency
",1.0
"pump provides liver disease relief
",1.0
"dentist did not make cancer check
",1.0
"new parents shun state relationship help
",1.0
"hse apologies over mothers death
",1.0
"heart and lung hospital to relocate
",1.0
"love hormone helps autistic brain
",1.0
"male pill keeps sperm in storage
",1.0
"family want hospital death answers
",1.0
"aid corruption report watered down
",1.0
"cholesterol fuels breast cancer
",1.0
"elderly patients left without food
",1.0
"new patients champion for the nhs
",1.0
"audio weight warning on morningafterpill
",1.0
"man survives heart stopping 17 times
",1.0
"scalpelfree postmortem uk launch
",1.0
"salt in medicines a health risk
",1.0
"mrsa found in farm poultry
",1.0
"video fear of disease in typhoon aftermath
",1.0
"steep rise in winter deaths
",1.0
"modern life turning people off sex
",1.0
"audio carers paid less than minimum wage
",1.0
"video mass vaccine effort for typhoon children
",1.0
"scan cuts child radiation risk
",1.0
"friendship line for elderly launched
",1.0
"emotional scars of typhoon haiyan
",1.0
"antifungal drug makes flu worse
",1.0
"eating nuts may prolong life
",1.0
"sperm test hope for infertile men
",1.0
"new nhs helpline to wait until 2015
",1.0
"video nyc steps up fight against smoking
",1.0
"hospital selfharm care lacking
",1.0
"children slower than parents were
",1.0
"threat to maternity care at hospital
",1.0
"hunt pledges to restore trust in nhs
",1.0
"video inside a typhoon field hospital
",1.0
"child exposure to car smoke common
",1.0
"video hospitals to publish staff levels
",1.0
"call to reuse pacemakers abroad
",1.0
"gps pressure from dental patients
",1.0
"uk doctors speak from philippines
",1.0
"climate clues as dengue fever spreads in us
",1.0
"gmc welcomes europe language rules
",1.0
"gps to go extra mile for frailest
",1.0
"oldest person in uk dies aged 113
",1.0
"cancer hospital in special measures
",1.0
"french ruling due on implant scandal
",1.0
"audio paramedic practioner quicker than aampe
",1.0
"magnetic fields help smokers quit
",1.0
"video nhs shakeup proposes twotier aampe
",1.0
"nhs shakeup proposes twotier aampe
",1.0
"video us reporter finds cancer after tv test
",1.0
"hospital closures challenge fails
",1.0
"uk doctors to help in philippines
",1.0
"serco may face healthcare fines
",1.0
"video new mothers paid to breastfeed
",1.0
"new mums paid to breastfeed
",1.0
"camel tests positive for mers virus
",1.0
"scan predicts heart attack risk
",1.0
"audio older people hiding illnesses
",1.0
"aampe staff pressures unsustainable
",1.0
"hospital evacuated after acid scare
",1.0
"video charity finds lost dementia patients
",1.0
"women more prone to breathlessness
",1.0
"europe at polio risk from syria
",1.0
"video call for national care loans scheme
",1.0
"prosthetic bladder controls urine
",1.0
"autism detectable in first months
",1.0
"autism detectable in first months
",1.0
"audio smelling perfume makes me collapse
",1.0
"audio colchester mother wants justice
",1.0
"video pm asked an nhs crisis this winter
",1.0
"music lessons sculpt the brain
",1.0
"sperm holograms aid malaria flight
",1.0
"gp computer support to spot cancer
",1.0
"families cut back on fresh food
",1.0
"prostate cancer death rate falls
",1.0
"nhs apology for miscarriage error
",1.0
"payout to hysterectomy patient 19
",1.0
"trust did not warn of killers risk
",1.0
"audio jobless are public health timebomb
",1.0
"audio wilko johnson im not fighting cancer
",1.0
"hiv antibodies have potent impact
",1.0
"internet chat has a positive side
",1.0
"two london aampe units downgraded
",1.0
"neets are public health time bomb
",1.0
"fewer smokers attempt to quit
",1.0
"hunt loses lewisham hospital appeal
",1.0
"swaddling resurgence damaging hips
",1.0
"video skunk dangers prompt health fears
",1.0
"recall of some insulin pens ordered
",1.0
"audio bad mattresses linked to back pain
",1.0
"hospital trust warned over finances
",1.0
"campaigners urge pm over cold homes
",1.0
"mps reject nhs watchdog candidate
",1.0
"daily aspirin risky for healthy
",1.0
"poor care risk at 1 in 4 hospitals
",1.0
"call for free vitamins for children
",1.0
"us health chief becomes new nhs boss
",1.0
"video saturated fats could help heart
",1.0
"whistleblowers put off complaining
",1.0
"saturated fat heart disease myth
",1.0
"obese children should keep diaries
",1.0
"hospitals bid to move travellers
",1.0
"seven held in care homes abuse probe
",1.0
"students need eatingdisorder help
",1.0
"child bonemarrow transplant first
",1.0
"hospitals plan to axe nonurgent ops
",1.0
"schools must support health needs
",1.0
"â£250m childrens hospital announced
",1.0
"uk first in heart failure operation
",1.0
"gp exam unfair to minorities
",1.0
"the drugs derived from deadly poisons
",1.0
"hunt highlights plight of the lonely
",1.0
"air pollution causes cancer who
",1.0
"patient denied chance to survive
",1.0
"the danger of rumination
",1.0
"blood test detects sepsis in hours
",1.0
"uk autism cases have levelled off
",1.0
"the hyena treatment for mental illness
",1.0
"video a tale of two care support workers
",1.0
"resusci anne and the mona lisa of the seine
",1.0
"wireless pacemaker comes to europe
",1.0
"serious implications of blood case
",1.0
"audio care plan disgraceful uturn
",1.0
"new rare treatments fund scrapped
",1.0
"air pollution still harming health
",1.0
"care inspector could secretly film
",1.0
"video helping stop mothers transmitting hiv
",1.0
"thalidomide were more affected
",1.0
"meds in their sheds
",1.0
"video mosquito nets used in hernia repair
",1.0
"plaid to offer alternative nhs plans
",1.0
"hospital waiting list jump crisis
",1.0
"video struggle for prisoners children
",1.0
"depression risk starts in the womb
",1.0
"new call to regulate dermal fillers
",1.0
"video cholera victims file claim against un
",1.0
"nhs trust admits patient death guilt
",1.0
"video plane noise link to heart disease
",1.0
"fight for your rights patients told
",1.0
"plane noise link to heart disease
",1.0
"audio stranded uk boy hypnotised to fly
",1.0
"audio gp inspector finds shocking care
",1.0
"200 offered mmr in measles school
",1.0
"clot woman told wear comfy shoes
",1.0
"ancient humans used toothpicks
",1.0
"ni has half aampe consultants needed
",1.0
"new indian outbreak of encephalitis
",1.0
"hope for malaria vaccine by 2015
",1.0
"aampe pressures put patients at risk
",1.0
"video more like a problem than a victim
",1.0
"video can an extra hour of sleep help
",1.0
"awake under the knife
",1.0
"new measles case prompts concerns
",1.0
"cqc official cleared over coverup
",1.0
"deleted genes offer autism clues
",1.0
"audio dad finds disease cure for two sons
",1.0
"tobaccofree plan for irish republic
",1.0
"video disabled students need more help
",1.0
"nhs it staff hopeful about fix
",1.0
"video pm tells labour not to lecture on nhs
",1.0
"health board fails to fix it problem
",1.0
"major it problem at health board
",1.0
"indecent images nurse struck off
",1.0
"pm promises more flexible gp hours
",1.0
"midlife stress precedes dementia
",1.0
"hospital failed to make improvements
",1.0
"video all day is empty what am i going to do
",0.0
"care for dying needs overhaul
",0.0
"video nhs labour and tory key policies
",0.0
"video welcome to the designer asylum
",0.0
"video why are we having less sex
",0.0
"child heart surgery deaths halved
",0.0
"unsafe food growing global threat
",0.0
"video disability village under threat
",0.0
"video bma warning on sevenday nhs plan
",0.0
"tories to pledge sevenday nhs
",0.0
"video military healthcare worker free of ebola
",0.0
"video what makes a healthy high street
",0.0
"unhealthiest high streets revealed
",0.0
"video how one us school is battling obesity
",0.0
"video dr radhas guide to a healthy diet
",0.0
"hospital staff act above pay grade
",0.0
"how ebola changed the world
",0.0
"video conned ivf husband wins damages
",0.0
"video young carer elle describes challenges
",0.0
"new global fund for tobacco control
",0.0
"has the war on drugs been lost
",0.0
"has the war on drugs been lost
",0.0
"inactive child will be couch potato
",0.0
"pioneering surgery saves bowels
",0.0
"video hospitals struggling with aampe targets
",0.0
"video british ebola workers under observation
",0.0
"best hospitals now struggling
",0.0
"video sir terry pratchetts legacy to research
",0.0
"video lucas questions nhs spending priorities
",0.0
"using legal highs got worse and worse
",0.0
"video living with earlyonset alzheimers
",0.0
"hunt for new obesity pills
",0.0
"warning over young diabetics health
",0.0
"video child star with downs syndrome back on tv
",0.0
"video app guides blind people on the tube
",0.0
"billions have untreated tooth decay
",0.0
"video fears for future of ebola orphanage
",0.0
"is another nhs scandal brewing
",0.0
"clegg in drug law election pledge
",0.0
"care workers being short changed
",0.0
"video how much coffee is good for you
",0.0
"drug drivers targeted by new rules
",0.0
"savile why the risks are real in todays nhs
",0.0
"savile abused 63 people at hospital
",0.0
"video finger on the pulse of bionic research
",0.0
"deciding vote on threeperson babies
",0.0
"video the smart bandage treating wounds
",0.0
"patient in 16hour trolley wait
",0.0
"video youth heart screening saving lives
",0.0
"deaths in detention avoidable
",0.0
"video babies sleeping outside sleep longer
",0.0
"video trying to save young hearts
",0.0
"video the children let down by mental health care
",0.0
"viewpoint children see a person not a disability
",0.0
"video ecigarette ban at scottish hospitals
",0.0
"video drug and alcohol courts to be extended
",0.0
"video frustrations of an nhs brain surgeon
",0.0
"cigarette packet law would save lives
",0.0
"video warning over strong cannabis
",0.0
"video bright future light therapy school
",0.0
